"country_id"	"language_id"	"offical"
"272"	"272"	"f"
"273"	"273"	"f"
"274"	"274"	"t"
"275"	"275"	"t"
"276"	"276"	"f"
"277"	"277"	"f"
"278"	"278"	"f"
"279"	"279"	"f"
"280"	"280"	"f"
"281"	"281"	"f"
"282"	"282"	"f"
"283"	"283"	"f"
"284"	"284"	"f"
"285"	"285"	"f"
"286"	"286"	"f"
"287"	"287"	"t"
"288"	"288"	"t"
"289"	"289"	"t"
"290"	"290"	"t"
"291"	"291"	"f"
"292"	"292"	"f"
"293"	"293"	"t"
"294"	"294"	"t"
"295"	"295"	"t"
"296"	"296"	"t"
"297"	"297"	"f"
"298"	"298"	"f"
"299"	"299"	"f"
"300"	"300"	"t"
"301"	"301"	"t"
"302"	"302"	"t"
"303"	"303"	"f"
"304"	"304"	"t"
"305"	"305"	"f"
"306"	"306"	"f"
"307"	"307"	"t"
"308"	"308"	"f"
"309"	"309"	"f"
"310"	"310"	"f"
"311"	"311"	"f"
"312"	"312"	"t"
"313"	"313"	"t"
"314"	"314"	"f"
"315"	"315"	"t"
"316"	"316"	"f"
"317"	"317"	"t"
"318"	"318"	"f"
"319"	"319"	"t"
"320"	"320"	"t"
"321"	"321"	"t"
"322"	"322"	"t"
"323"	"323"	"t"
"324"	"324"	"f"
"325"	"325"	"t"
"326"	"326"	"t"
"327"	"327"	"f"
"328"	"328"	"f"
"329"	"329"	"f"
"330"	"330"	"f"
"331"	"331"	"t"
"332"	"332"	"t"
"333"	"333"	"f"
"334"	"334"	"t"
"335"	"335"	"t"
"336"	"336"	"t"
"337"	"337"	"t"
"338"	"338"	"f"
"339"	"339"	"f"
"340"	"340"	"t"
"341"	"341"	"t"
"342"	"342"	"t"
"343"	"343"	"f"
"344"	"344"	"f"
"345"	"345"	"t"
"346"	"346"	"t"
"347"	"347"	"f"
"348"	"348"	"t"
"349"	"349"	"f"
"350"	"350"	"f"
"351"	"351"	"f"
"352"	"352"	"t"
"353"	"353"	"f"
"354"	"354"	"t"
"355"	"355"	"f"
"356"	"356"	"t"
"357"	"357"	"f"
"358"	"358"	"t"
"359"	"359"	"f"
"360"	"360"	"f"
"361"	"361"	"t"
"362"	"362"	"f"
"363"	"363"	"f"
"364"	"364"	"t"
"365"	"365"	"f"
"366"	"366"	"f"
"367"	"367"	"f"
"368"	"368"	"f"
"369"	"369"	"f"
"370"	"370"	"t"
"371"	"371"	"f"
"372"	"372"	"t"
"373"	"373"	"t"
"374"	"374"	"f"
"375"	"375"	"f"
"376"	"376"	"f"
"377"	"377"	"t"
"378"	"378"	"t"
"379"	"379"	"f"
"380"	"380"	"f"
"381"	"381"	"t"
"382"	"382"	"t"
"383"	"383"	"t"
"384"	"384"	"f"
"385"	"385"	"t"
"386"	"386"	"t"
"387"	"387"	"t"
"388"	"388"	"t"
"389"	"389"	"t"
"390"	"390"	"t"
"391"	"391"	"t"
"392"	"392"	"f"
"393"	"393"	"t"
"394"	"394"	"t"
"395"	"395"	"f"
"396"	"396"	"t"
"397"	"397"	"t"
"398"	"398"	"f"
"399"	"399"	"t"
"400"	"400"	"t"
"401"	"401"	"t"
"402"	"402"	"f"
"403"	"403"	"f"
"404"	"404"	"f"
"405"	"405"	"t"
"406"	"406"	"f"
"407"	"407"	"t"
"408"	"408"	"t"
"409"	"409"	"f"
"410"	"410"	"t"
"411"	"411"	"t"
"412"	"412"	"f"
"413"	"413"	"f"
"414"	"414"	"t"
"415"	"415"	"f"
"416"	"416"	"f"
"417"	"417"	"f"
"418"	"418"	"f"
"419"	"419"	"f"
"420"	"420"	"f"
"421"	"421"	"t"
"422"	"422"	"t"
"423"	"423"	"f"
"424"	"424"	"f"
"425"	"425"	"t"
"426"	"426"	"f"
"427"	"427"	"t"
"428"	"428"	"t"
"429"	"429"	"f"
"430"	"430"	"f"
"431"	"431"	"t"
"432"	"432"	"f"
"433"	"433"	"t"
"434"	"434"	"t"
"435"	"435"	"f"
"436"	"436"	"t"
"437"	"437"	"t"
"438"	"438"	"t"
"439"	"439"	"t"
"440"	"440"	"f"
"441"	"441"	"f"
"442"	"442"	"t"
"443"	"443"	"f"
"444"	"444"	"t"
"445"	"445"	"t"
"446"	"446"	"t"
"447"	"447"	"t"
"448"	"448"	"f"
"449"	"449"	"t"
"450"	"450"	"f"
"451"	"451"	"f"
"452"	"452"	"t"
"453"	"453"	"f"
"454"	"454"	"t"
"455"	"455"	"t"
"456"	"456"	"f"
"457"	"457"	"f"
"458"	"458"	"f"
"459"	"459"	"t"
"460"	"460"	"f"
"461"	"461"	"f"
"462"	"462"	"t"
"463"	"463"	"f"
"464"	"464"	"f"
"465"	"465"	"f"
"466"	"466"	"f"
"467"	"467"	"f"
"468"	"468"	"f"
"469"	"469"	"t"
"470"	"470"	"f"
"471"	"471"	"t"
"472"	"472"	"t"
"473"	"473"	"f"
"474"	"474"	"t"
"475"	"475"	"t"
"476"	"476"	"f"
"477"	"477"	"t"
"478"	"478"	"f"
"479"	"479"	"f"
"480"	"480"	"t"
"481"	"481"	"t"
"482"	"482"	"f"
"483"	"483"	"t"
"484"	"484"	"f"
"485"	"485"	"f"
"486"	"486"	"t"
"487"	"487"	"f"
"488"	"488"	"t"
"489"	"489"	"f"
"490"	"490"	"t"
"491"	"491"	"f"
"492"	"492"	"t"
"493"	"493"	"f"
"494"	"494"	"f"
"495"	"495"	"f"
"496"	"496"	"t"
"497"	"497"	"f"
"498"	"498"	"t"
"499"	"499"	"f"
"500"	"500"	"f"
"501"	"501"	"t"
"502"	"502"	"t"
"503"	"503"	"t"
"504"	"504"	"f"
"505"	"505"	"f"
"506"	"506"	"t"
"507"	"507"	"f"
"508"	"508"	"f"
"509"	"509"	"f"
"510"	"510"	"t"
"511"	"511"	"f"
"512"	"512"	"t"
"513"	"513"	"f"
"514"	"514"	"f"
"515"	"515"	"f"
"516"	"516"	"f"
"517"	"517"	"t"
"518"	"518"	"t"
"519"	"519"	"t"
"520"	"520"	"f"
"521"	"521"	"t"
"522"	"522"	"f"
"523"	"523"	"f"
"524"	"524"	"f"
"525"	"525"	"t"
"526"	"526"	"f"
"527"	"527"	"t"
"528"	"528"	"f"
"529"	"529"	"f"
"530"	"530"	"t"
"531"	"531"	"t"
"532"	"532"	"t"
"533"	"533"	"f"
"534"	"534"	"f"
"535"	"535"	"f"
"536"	"536"	"t"
"537"	"537"	"f"
"538"	"538"	"f"
"539"	"539"	"t"
"540"	"540"	"t"
"541"	"541"	"f"
"542"	"542"	"t"
"543"	"543"	"t"
"544"	"544"	"f"
"545"	"545"	"f"
"546"	"546"	"t"
"547"	"547"	"t"
"548"	"548"	"f"
"549"	"549"	"t"
"550"	"550"	"f"
"551"	"551"	"t"
"552"	"552"	"f"
"553"	"553"	"f"
"554"	"554"	"f"
"555"	"555"	"f"
"556"	"556"	"t"
"557"	"557"	"f"
"558"	"558"	"t"
"559"	"559"	"f"
"560"	"560"	"f"
"561"	"561"	"f"
"562"	"562"	"t"
"563"	"563"	"t"
"564"	"564"	"f"
"565"	"565"	"t"
"566"	"566"	"f"
"567"	"567"	"f"
"568"	"568"	"t"
"569"	"569"	"t"
"570"	"570"	"f"
"571"	"571"	"t"
"572"	"572"	"f"
"573"	"573"	"t"
"574"	"574"	"f"
"575"	"575"	"t"
"576"	"576"	"t"
"577"	"577"	"f"
"578"	"578"	"t"
"579"	"579"	"f"
"580"	"580"	"f"
"581"	"581"	"t"
"582"	"582"	"f"
"583"	"583"	"t"
"584"	"584"	"t"
"585"	"585"	"t"
"586"	"586"	"t"
"587"	"587"	"f"
"588"	"588"	"t"
"589"	"589"	"f"
"590"	"590"	"f"
"591"	"591"	"f"
"592"	"592"	"t"
"593"	"593"	"f"
"594"	"594"	"t"
"595"	"595"	"t"
"596"	"596"	"t"
"597"	"597"	"f"
"598"	"598"	"f"
"599"	"599"	"t"
"600"	"600"	"t"
"601"	"601"	"f"
"602"	"602"	"t"
"603"	"603"	"f"
"604"	"604"	"t"
"605"	"605"	"f"
"606"	"606"	"t"
"607"	"607"	"f"
"608"	"608"	"f"
"609"	"609"	"t"
"610"	"610"	"f"
"611"	"611"	"f"
"612"	"612"	"f"
"613"	"613"	"t"
"614"	"614"	"f"
"615"	"615"	"f"
"616"	"616"	"t"
"617"	"617"	"f"
"618"	"618"	"f"
"619"	"619"	"t"
"620"	"620"	"f"
"621"	"621"	"f"
"622"	"622"	"f"
"623"	"623"	"f"
"624"	"624"	"f"
"625"	"625"	"f"
"626"	"626"	"f"
"627"	"627"	"t"
"628"	"628"	"t"
"629"	"629"	"t"
"630"	"630"	"t"
"631"	"631"	"t"
"632"	"632"	"t"
"633"	"633"	"f"
"634"	"634"	"t"
"635"	"635"	"t"
"636"	"636"	"t"
"637"	"637"	"t"
"638"	"638"	"f"
"639"	"639"	"t"
"640"	"640"	"f"
"641"	"641"	"f"
"642"	"642"	"t"
"643"	"643"	"f"
"644"	"644"	"t"
"645"	"645"	"f"
"646"	"646"	"t"
"647"	"647"	"f"
"648"	"648"	"t"
"649"	"649"	"f"
"650"	"650"	"f"
"651"	"651"	"t"
"652"	"652"	"t"
"653"	"653"	"t"
"654"	"654"	"f"
"655"	"655"	"f"
"656"	"656"	"t"
"657"	"657"	"t"
"658"	"658"	"t"
"659"	"659"	"t"
"660"	"660"	"f"
"661"	"661"	"t"
"662"	"662"	"t"
"663"	"663"	"f"
"664"	"664"	"f"
"665"	"665"	"t"
"666"	"666"	"f"
"667"	"667"	"f"
"668"	"668"	"t"
"669"	"669"	"t"
"670"	"670"	"f"
"671"	"671"	"t"
"672"	"672"	"t"
"673"	"673"	"t"
"674"	"674"	"t"
"675"	"675"	"f"
"676"	"676"	"f"
"677"	"677"	"t"
"678"	"678"	"t"
"679"	"679"	"t"
"680"	"680"	"t"
"681"	"681"	"f"
"682"	"682"	"t"
"683"	"683"	"f"
"684"	"684"	"t"
"685"	"685"	"t"
"686"	"686"	"t"
"687"	"687"	"f"
"688"	"688"	"f"
"689"	"689"	"f"
"690"	"690"	"t"
"691"	"691"	"f"
"692"	"692"	"f"
"693"	"693"	"f"
"694"	"694"	"t"
"695"	"695"	"f"
"696"	"696"	"f"
"697"	"697"	"t"
"698"	"698"	"t"
"699"	"699"	"f"
"700"	"700"	"f"
"701"	"701"	"f"
"702"	"702"	"t"
"703"	"703"	"t"
"704"	"704"	"f"
"705"	"705"	"t"
"706"	"706"	"f"
"707"	"707"	"t"
"708"	"708"	"t"
"709"	"709"	"t"
"710"	"710"	"t"
"711"	"711"	"f"
"712"	"712"	"f"
"713"	"713"	"f"
"714"	"714"	"t"
"715"	"715"	"f"
"716"	"716"	"f"
"717"	"717"	"f"
"718"	"718"	"t"
"719"	"719"	"t"
"720"	"720"	"t"
"721"	"721"	"f"
"722"	"722"	"t"
"723"	"723"	"t"
"724"	"724"	"f"
"725"	"725"	"f"
"726"	"726"	"f"
"727"	"727"	"t"
"728"	"728"	"t"
"729"	"729"	"f"
"730"	"730"	"t"
"731"	"731"	"f"
"732"	"732"	"f"
"733"	"733"	"f"
"734"	"734"	"f"
"735"	"735"	"f"
"736"	"736"	"t"
"737"	"737"	"t"
"738"	"738"	"t"
"739"	"739"	"t"
"740"	"740"	"f"
"741"	"741"	"f"
"742"	"742"	"f"
"743"	"743"	"f"
"744"	"744"	"t"
"745"	"745"	"f"
"746"	"746"	"t"
"747"	"747"	"t"
"748"	"748"	"t"
"749"	"749"	"t"
"750"	"750"	"t"
"751"	"751"	"t"
"752"	"752"	"t"
"753"	"753"	"t"
"754"	"754"	"t"
"755"	"755"	"f"
"756"	"756"	"t"
"757"	"757"	"t"
"758"	"758"	"f"
"759"	"759"	"t"
"760"	"760"	"f"
"761"	"761"	"t"
"762"	"762"	"f"
"763"	"763"	"f"
"764"	"764"	"t"
"765"	"765"	"f"
"766"	"766"	"f"
"767"	"767"	"t"
"768"	"768"	"f"
"769"	"769"	"f"
"770"	"770"	"f"
"771"	"771"	"t"
"772"	"772"	"f"
"773"	"773"	"f"
"774"	"774"	"t"
"775"	"775"	"f"
"776"	"776"	"t"
"777"	"777"	"t"
"778"	"778"	"t"
"779"	"779"	"f"
"780"	"780"	"t"
"781"	"781"	"t"
"782"	"782"	"t"
"783"	"783"	"t"
"784"	"784"	"t"
"785"	"785"	"f"
"786"	"786"	"f"
"787"	"787"	"f"
"788"	"788"	"t"
"789"	"789"	"f"
"790"	"790"	"f"
"791"	"791"	"f"
"792"	"792"	"f"
"793"	"793"	"t"
"794"	"794"	"t"
"795"	"795"	"f"
"796"	"796"	"f"
"797"	"797"	"f"
"798"	"798"	"f"
"799"	"799"	"t"
"800"	"800"	"f"
"801"	"801"	"f"
"802"	"802"	"t"
"803"	"803"	"f"
"804"	"804"	"f"
"805"	"805"	"f"
"806"	"806"	"f"
"807"	"807"	"t"
"808"	"808"	"t"
"809"	"809"	"t"
"810"	"810"	"t"
"811"	"811"	"f"
"812"	"812"	"f"
"813"	"813"	"t"
"814"	"814"	"f"
"815"	"815"	"t"
"816"	"816"	"t"
"817"	"817"	"f"
"818"	"818"	"t"
"819"	"819"	"f"
"820"	"820"	"f"
"821"	"821"	"t"
"822"	"822"	"t"
"823"	"823"	"f"
"824"	"824"	"t"
"825"	"825"	"f"
"826"	"826"	"t"
"827"	"827"	"t"
"828"	"828"	"f"
"829"	"829"	"t"
"830"	"830"	"t"
"831"	"831"	"f"
"832"	"832"	"t"
"833"	"833"	"f"
"834"	"834"	"f"
"835"	"835"	"t"
"836"	"836"	"f"
"837"	"837"	"f"
"838"	"838"	"f"
"839"	"839"	"f"
"840"	"840"	"f"
"841"	"841"	"t"
"842"	"842"	"f"
"843"	"843"	"t"
"844"	"844"	"t"
"845"	"845"	"f"
"846"	"846"	"t"
"847"	"847"	"f"
"848"	"848"	"f"
"849"	"849"	"f"
"850"	"850"	"t"
"851"	"851"	"t"
"852"	"852"	"f"
"853"	"853"	"t"
"854"	"854"	"t"
"855"	"855"	"t"
"856"	"856"	"f"
"857"	"857"	"t"
"858"	"858"	"f"
"859"	"859"	"t"
"860"	"860"	"t"
"861"	"861"	"f"
"862"	"862"	"t"
"863"	"863"	"f"
"864"	"864"	"t"
"865"	"865"	"t"
"866"	"866"	"t"
"867"	"867"	"t"
"868"	"868"	"t"
"869"	"869"	"t"
"870"	"870"	"t"
"871"	"871"	"f"
"872"	"872"	"t"
"873"	"873"	"f"
"874"	"874"	"t"
"875"	"875"	"f"
"876"	"876"	"f"
"877"	"877"	"t"
"878"	"878"	"t"
"879"	"879"	"f"
"880"	"880"	"t"
"881"	"881"	"f"
"882"	"882"	"t"
"883"	"883"	"f"
"884"	"884"	"f"
"885"	"885"	"f"
"886"	"886"	"f"
"887"	"887"	"f"
"888"	"888"	"t"
"889"	"889"	"f"
"890"	"890"	"t"
"891"	"891"	"f"
"892"	"892"	"f"
"893"	"893"	"t"
"894"	"894"	"t"
"895"	"895"	"f"
"896"	"896"	"t"
"897"	"897"	"t"
"898"	"898"	"t"
"899"	"899"	"t"
"900"	"900"	"t"
"901"	"901"	"f"
"902"	"902"	"t"
"903"	"903"	"f"
"904"	"904"	"f"
"905"	"905"	"f"
"906"	"906"	"t"
"907"	"907"	"t"
"908"	"908"	"f"
"909"	"909"	"t"
"910"	"910"	"f"
"911"	"911"	"t"
"912"	"912"	"t"
"913"	"913"	"f"
"914"	"914"	"f"
"915"	"915"	"t"
"916"	"916"	"f"
"917"	"917"	"t"
"918"	"918"	"f"
"919"	"919"	"t"
"920"	"920"	"t"
"921"	"921"	"f"
"922"	"922"	"t"
"923"	"923"	"t"
"924"	"924"	"t"
"925"	"925"	"t"
"926"	"926"	"f"
"927"	"927"	"t"
"928"	"928"	"t"
"929"	"929"	"t"
"930"	"930"	"f"
"931"	"931"	"t"
"932"	"932"	"t"
"933"	"933"	"t"
"934"	"934"	"f"
"935"	"935"	"t"
"936"	"936"	"f"
"937"	"937"	"t"
"938"	"938"	"t"
"939"	"939"	"t"
"940"	"940"	"f"
"941"	"941"	"t"
"942"	"942"	"t"
"943"	"943"	"t"
"944"	"944"	"t"
"945"	"945"	"t"
"946"	"946"	"f"
"947"	"947"	"f"
"948"	"948"	"f"
"949"	"949"	"t"
"950"	"950"	"f"
"951"	"951"	"t"
"952"	"952"	"t"
"953"	"953"	"f"
"954"	"954"	"t"
"955"	"955"	"f"
"956"	"956"	"t"
"957"	"957"	"t"
"958"	"958"	"f"
"959"	"959"	"f"
"960"	"960"	"f"
"961"	"961"	"t"
"962"	"962"	"f"
"963"	"963"	"f"
"964"	"964"	"f"
"965"	"965"	"t"
"966"	"966"	"f"
"967"	"967"	"t"
"968"	"968"	"t"
"969"	"969"	"t"
"970"	"970"	"f"
"971"	"971"	"f"
"972"	"972"	"f"
"973"	"973"	"t"
"974"	"974"	"f"
"975"	"975"	"t"
"976"	"976"	"t"
"977"	"977"	"t"
"978"	"978"	"f"
"979"	"979"	"t"
"980"	"980"	"f"
"981"	"981"	"t"
"982"	"982"	"t"
"983"	"983"	"f"
"984"	"984"	"t"
"985"	"985"	"f"
"986"	"986"	"f"
"987"	"987"	"f"
"988"	"988"	"t"
"989"	"989"	"t"
"990"	"990"	"t"
"991"	"991"	"t"
"992"	"992"	"f"
"993"	"993"	"f"
"994"	"994"	"f"
"995"	"995"	"t"
"996"	"996"	"t"
"997"	"997"	"f"
"998"	"998"	"f"
"999"	"999"	"t"
"1000"	"1000"	"t"
