"country_id"	"year"	"population"	"gdp"
"793"	"793"	"434"	"51"
"794"	"794"	"893"	"943"
"795"	"795"	"973"	"107"
"796"	"796"	"455"	"482"
"797"	"797"	"525"	"976"
"798"	"798"	"138"	"840"
"799"	"799"	"332"	"592"
"800"	"800"	"717"	"297"
"801"	"801"	"359"	"682"
"802"	"802"	"411"	"84"
"803"	"803"	"268"	"465"
"804"	"804"	"984"	"848"
"805"	"805"	"620"	"845"
"806"	"806"	"823"	"10"
"807"	"807"	"892"	"446"
"808"	"808"	"62"	"447"
"809"	"809"	"597"	"526"
"810"	"810"	"810"	"973"
"811"	"811"	"155"	"4"
"812"	"812"	"544"	"814"
"813"	"813"	"468"	"664"
"814"	"814"	"354"	"738"
"815"	"815"	"867"	"794"
"816"	"816"	"354"	"791"
"817"	"817"	"850"	"438"
"818"	"818"	"111"	"765"
"819"	"819"	"262"	"657"
"820"	"820"	"227"	"311"
"821"	"821"	"194"	"140"
"822"	"822"	"617"	"679"
"823"	"823"	"105"	"130"
"824"	"824"	"513"	"870"
"825"	"825"	"457"	"794"
"826"	"826"	"565"	"576"
"827"	"827"	"474"	"784"
"828"	"828"	"656"	"241"
"829"	"829"	"691"	"244"
"830"	"830"	"542"	"673"
"831"	"831"	"486"	"712"
"832"	"832"	"823"	"248"
"833"	"833"	"354"	"535"
"834"	"834"	"782"	"309"
"835"	"835"	"944"	"712"
"836"	"836"	"133"	"781"
"837"	"837"	"792"	"232"
"838"	"838"	"746"	"747"
"839"	"839"	"84"	"364"
"840"	"840"	"959"	"628"
"841"	"841"	"653"	"92"
"842"	"842"	"897"	"757"
"843"	"843"	"768"	"457"
"844"	"844"	"595"	"213"
"845"	"845"	"823"	"861"
"846"	"846"	"275"	"338"
"847"	"847"	"312"	"767"
"848"	"848"	"799"	"137"
"849"	"849"	"524"	"538"
"850"	"850"	"669"	"537"
"851"	"851"	"90"	"770"
"852"	"852"	"924"	"816"
"853"	"853"	"403"	"626"
"854"	"854"	"510"	"147"
"855"	"855"	"874"	"134"
"856"	"856"	"80"	"41"
"857"	"857"	"388"	"100"
"858"	"858"	"716"	"670"
"859"	"859"	"880"	"645"
"860"	"860"	"242"	"705"
"861"	"861"	"934"	"612"
"862"	"862"	"795"	"954"
"863"	"863"	"162"	"367"
"864"	"864"	"254"	"960"
"865"	"865"	"459"	"0"
"866"	"866"	"31"	"470"
"867"	"867"	"476"	"553"
"868"	"868"	"157"	"642"
"869"	"869"	"710"	"765"
"870"	"870"	"367"	"416"
"871"	"871"	"536"	"509"
"872"	"872"	"864"	"3"
